image_id,source,prompt,evaluation_seed
000000472854,coco-30k,Two men on skateboards on  the pavement,28889
000000095620,coco-30k,A plate of food with a cream sauce on it,29622
000000426532,coco-30k,A skateboarder is making a rim turn and resting on edge.,45211
000000576052,coco-30k,A female horse rider mounted near a body of water and mountains.,76716
000000428178,coco-30k,A herd of zebra are taking a stance while posing for a photo.,24498
000000288599,coco-30k,A skateboarder is in mid air while descending a concrete ramp.,40857
000000061315,coco-30k,A little boy sits in front of several tortilla pizzas.,6314
000000563648,coco-30k,A skateboarder does an impressive trick in the air.,11402
000000037629,coco-30k,a close up of a sheet of pizza on a table ,70443
000000084000,coco-30k,a person riding a skate board ata skate park,60444
000000342100,coco-30k,three horses standing next to each other in a field of grass,10049
000000346788,coco-30k,A young woman in makeup is holding a sandwich.,41330
000000490515,coco-30k,a person riding a snow board falling to the ground,57176
000000342682,coco-30k,A zebra is focused on a photographer to give a face front view.,32946
000000246040,coco-30k,A man throwing a baseball at a baseball game,66917
000000016064,coco-30k,A young man playing frisbee while people watch.,47035
000000069009,coco-30k,Two children look at a large black bear in a zoo.,68082
000000116182,coco-30k,meat and veggies in a wavy purple bowl,13010
000000388082,coco-30k,Some sunscreen that is sitting on the table.,78248
000000075162,coco-30k,A zebra is standing outside in the snow,77130
000000240323,coco-30k,"A plate of food containing carrots, oranges and avocados",97582
000000062790,coco-30k,six different shots of horses and people standing on the street,30803
000000257328,coco-30k,A plate with dozens of bananas stacked high.,11192
000000032300,coco-30k,A picture of a kid picking up a ball.,31489
000000018442,coco-30k,A close-up of a plate of pasta containing broccoli.,88668
000000345618,coco-30k,A picture of some food on a plate.,24096
000000540807,coco-30k,An adult teaching a young person how to ski in the mountains,43318
000000089638,coco-30k,A small  red bowl with ingredients in it,94742
000000322361,coco-30k,People that are on the beach by some horses.,11359
000000455956,coco-30k,A picture of a person and a horse in the street.,53059
000000426542,coco-30k,Baseball players watching whats going on in the field,2476
000000120441,coco-30k,A man in a baseball uniform throwing a baseball bat.,79157
000000020147,coco-30k,A mother zebra with a baby zebra as it nurses off her tit.,18216
000000572825,coco-30k,Dog running in a park with a frisbee in his mouth.,61688
000000398563,coco-30k,A pile of stir fried meat and vegetables covered in a sauce.,75443
000000496897,coco-30k,A person walking into a store with four dogs close behind.,71213
000000558362,coco-30k,A fruit stand with many varieties of fruit with price signs.,73063
000000311913,coco-30k,A pair of horses running through a grassy field,89783
000000005146,coco-30k,A mama horse walking in front of a baby horse.,80917
000000473929,coco-30k,A herd of zebra standing next to each other on a grass covered field.,46449
000000161557,coco-30k,A German shepherd resting its head on the floor. ,69374
000000241638,coco-30k,A young boy riding skis down a slope,99147
000000261182,coco-30k,Extremely ripe banana being put into a saucepan in a kitchen,12563
000000344005,coco-30k,Two people on the beach are playing Frisbee. ,34025
000000036765,coco-30k,A man is riding a horse and buggy on the beach.,67627
000000093806,coco-30k,A group of people racing down a snow covered slope.,91699
000000014276,coco-30k,A close-up of a zebra looking back behind him.,77444
000000367818,coco-30k,A woman in tight blue jeans standing next to a brown horse.,38174
000000041507,coco-30k,"A plate holds prepared food, including bread and vegetable.",38549
000000109503,coco-30k,A man is throwing a Frisbee on the beach.,49190
000000514082,coco-30k,A group of zebras up against one another,48030
000000056288,coco-30k,A tall sandwich with pickle on a white plate.,37246
000000308564,coco-30k,A plate of spaghetti with broccoli and mushrooms,71875
000000500507,coco-30k,Three dogs in a fenced in area together with a dirt ground.,3225
000000132116,coco-30k,The two bowls have a salad in them.,74386
000000306135,coco-30k,The man is walking up the stairs near a horse and rider statue.,19533
000000391365,coco-30k,A man riding a skate board up a metal rail.,17205
000000548848,coco-30k,The two zebras are standing on the plain.,17349
000000318146,coco-30k,A person reaching out to pet a horse with hills and fields in the background.,84083
000000121016,coco-30k,A frying pan on the stove containing broccoli.,63434
000000464359,coco-30k,A skateboarder in the background doing a trick.,7766
000000433460,coco-30k,A herd of zebras standing around on the dirt.,40181
000000111909,coco-30k, man riding on water skis being towed behind a boat.,10351
000000575916,coco-30k,"A plate of fruit containing oranges, apples and bananas.",98687
000000114871,coco-30k,A plate with a banana and slices of cheese.,18622
000000001228,coco-30k,A close up of several zebras grazing in a field.,67880
000000500680,coco-30k,A group of women looking at a display of baked goods that is outside under a pavilion.,5231
000000444982,coco-30k,Two zebra grazing the grass in their enclosure. ,13035
000000038252,coco-30k,A picture of an Apple computer with a black background.,88165
000000401250,coco-30k,A person that is doing a trick in the air.,35551
000000024260,coco-30k,"A couple of horse, zebra mutants standing in a field of grass surrounded by a crowd.",45454
000000401718,coco-30k,An assortment of foods arranged on a plate.,86458
000000468736,coco-30k,A close-up of a plate of pasta and meat with a piece of broccoli.,44847
000000168686,coco-30k,A lot of food that are in some baskets.,79371
000000263359,coco-30k,A lot of people that are on some horses.,70457
000000453509,coco-30k,A lot of oranges that are in some boxes.,49027
000000464207,coco-30k,A man skiing down the side of a snow covered ski slope.,4912
000000378873,coco-30k,A lot of food that are in some baskets.,42753
000000257136,coco-30k,Three men standing next to each other on a snow covered slope.,93714
000000409646,coco-30k,A large black bear walking across a grass covered field.,46424
000000568765,coco-30k,A man in uniform with a sword riding a horse.,43593
000000381109,coco-30k,A walk way filled with white containers containing apples.,14767
000000422622,coco-30k,A group of skiers adjusts their gear during a heavy snow.,11178
000000238708,coco-30k,A table topped with bowls filled with different vegetables.,54604
000000555456,coco-30k,A person riding a snowboard on a snow covered slope.,74670
000000010678,coco-30k,A skateboarder leans while going down the street,55558
000000150558,coco-30k,an image of ripe bananas being hung in the air at an outdoor market,1857
000000165638,coco-30k,a child hitting a baseball with a baseball bat.,65356
000000387355,coco-30k,A polar bear in a zoo nibbling on a branch,9184
000000252393,coco-30k,A boy in a baseball cap holding baseball mitt. ,82301
000000218947,coco-30k,A photograph of a cross country skier in a greenish tint light.,76786
000000181786,coco-30k,A skier is taking a turn while surrounded by snowy hills.,901
000000214753,coco-30k,Two equestrians riding their horses on the beach together.,2076
000000011300,coco-30k,The little boy sits on the ground next to the skateboard.,57904
000000399991,coco-30k,a close up of a young baseball player fielding a baseball,72122
000000439007,coco-30k,a polar bear fully submerged in a small body of water,1581
000000575776,coco-30k,A zebra and a rhino interacting in the wild. ,37007
000000098717,coco-30k,A collage of boys dressed as baseball fans.,7483
000000356406,coco-30k,a group of people standing next to a building with a large dog,6315
000000361399,coco-30k,A skier with poles extended skiing by a flag post.,68969
000000343703,coco-30k,A snowy slope and tree line with one person skiing down.,47871
000000270852,coco-30k,A man and a woman are in the snow with helmets.,83332
000000124664,coco-30k,A fenced in pasture with four horses standing around eating grass. ,25655
000000449856,coco-30k,Two brown grizzly bears are rearing up and fighting.,60672
000000169143,coco-30k,A man throws a baseball on a baseball diamond.,24829
000000228580,coco-30k,A man working on ski bindings with other ski gear around in a living area,96134
000000521964,coco-30k,A produce stand shows a minimal amount of frui.,1623
000000044575,coco-30k,A man coaching a tee ball practice. ,63066
000000128180,coco-30k,a person talking a pic of pizza on the counter,38918
000000395634,coco-30k,A horse and carriage is on a quiet street as a woman walks down the sidewalk.,25626
000000488522,coco-30k,There is a knife cutting into a cake.,17453
000000020178,coco-30k,a person on skis with ski poles skis in snow,67665
000000013892,coco-30k,A boy in a black cap is suspended in the air above a skateboard and a small staircase.,79902
000000205333,coco-30k,A pair of skiers on the top of a ski slope with clouds and large mountain in the background.,99821
000000120783,coco-30k,A woman is holding a bowl made of bananas on her head,41688
000000042215,coco-30k,There are two yellow lemons and five green lemons and also two oranges,28785
000000003553,coco-30k,a person skating on some pieces of wood ,60630
000000447592,coco-30k,A bowl of stir fry with broccoli and tofu with chop sticks. ,33688
000000123627,coco-30k,Two horses racing down a grass track with number 13 horse ahead of the number 9 horse.,43425
000000267998,coco-30k,a swiss army knife sitting on a table with a flash drive,80158
000000138644,coco-30k,a woman with short hair eating a banana ,76782
000000032082,coco-30k,Two zebras grazing on some grass with some shrubbery around them.,34372
000000193673,coco-30k,There are many bananas on a counter at a market,33582
000000232432,coco-30k,3 dogs sitting in front of a fruit and veggie stand.,75740
000000161124,coco-30k,Two skiers sliding down the hill on the pathway.,14174
000000556341,coco-30k,A man standing next to a zebra on a lawn.,63341
000000489879,coco-30k,A person cutting a slice of pizza with a fork and knife.,37449
000000396608,coco-30k,"A cup of coffee sitting next to a banana, apple and glass of orange juice.",6531
000000007566,coco-30k,There is a mom zebra and a baby zebra on a large field,36602
000000528488,coco-30k,This dog is playing frisbee in the snow,23384
000000348469,coco-30k,A baseball  player holding a baseball bat while wearing a red helmet.,96021
000000529981,coco-30k,Many horses stand in a field and eat grass,26721
000000344521,coco-30k,A white plate topped with different types of fruits and vegetables.,98170
000000489944,coco-30k,The woman has 2 frisbees to exercise her two dogs on a country road.,27602
000000089557,coco-30k,This man is cutting a large sheet  cake at the party.,20689
000000477273,coco-30k,A pile of assorted fruits and vegetables on a counter.,75272
000000549518,coco-30k,two bananas sitting on top of a table next to a white bowl.,20738
000000532548,coco-30k,Two skewers of vegetables and broccoli  on a plate,4387
000000029170,coco-30k,A horse is on a deserted sandy beach with umbrellas.,22333
000000356500,coco-30k,Some people that are hanging out in the snow.,8487
000000220526,coco-30k,A herd of zebra standing next to each other on a field.,84149
000000127702,coco-30k,A man hiking through a snow covered forest ,93108
000000217078,coco-30k,A man catching a white frisbee on a sandy beach.,50057
000000473731,coco-30k,A picture of a horse that is in some dirt.,86871
000000053668,coco-30k,a boy attemping a jump with his skateboard in a parking lot ,49381
000000361919,coco-30k,A group of people skiing down the side of a snow covered mountain.,42854
000000546095,coco-30k,Two large horses grazing in a large field.,17000
000000255067,coco-30k,A polar bear with its head under the water,21077
000000468548,coco-30k,Factory where bananas are being prepared for market,86014
000000149272,coco-30k,Cross-country skiers are getting their workout for the day.,59442
000000450037,coco-30k,A man standing in a dirt field surrounded by horses.,21247
000000118106,coco-30k,A group of young men playing a game of frisbee.,70367
000000076973,coco-30k,A man on skis skiing down a mountain slope.,31650
000000154154,coco-30k,A man riding a skateboard up the side of a ramp.,20944
000000461009,coco-30k,A man holding an apple between his fingers.,16252
000000349469,coco-30k,Some animals that are looking at something in front of them.,13894
000000192660,coco-30k,Benches of fruit on display at a market,57118
000000046650,coco-30k,A banana sitting on top of a black record.,12295
000000097646,coco-30k,Two men walking through a forest on a trail.,9404
000000388237,coco-30k,A young person riding a skateboard down the street,26096
000000058800,coco-30k,A person riding a skateboard next to the ocean.,37690
000000431727,coco-30k,A pair of bears climb up in a tree.,98342
000000526028,coco-30k,A fancy dish on a white plate at a restaurant.,17236
000000511669,coco-30k,A woman in jeans and a jacket on a horse riding through a large green field.,8235
000000198154,coco-30k,Some food that are in some bowls on a table.,52295
000000100770,coco-30k,A plate of cooked green vegetables and hot chilies. ,44209
000000423410,coco-30k,Two small white dogs looking out small windows of a building.,56301
000000007207,coco-30k,A couple of people that are posing for a picture.,27561
000000231508,coco-30k,A baseball player pitching a baseball on a field.,17449
000000438253,coco-30k,A dog hides underneath a bed with its face peeking out of the bed skirt.,72732
000000492469,coco-30k,A horse poses for a picture while walking through the desert.,18610
000000505911,coco-30k,some carrots radishes celery strawberries and other vegetables,60609
000000180824,coco-30k,A street lined with people on both sides and two men dressed in costume on horses.,24933
000000100238,coco-30k,A family standing next to each other while holding frisbees.,77385
000000574796,coco-30k,a blue plate with an orange a cracker some lettuce and a twist bar,5219
000000420234,coco-30k,A catcher kneels as a batter prepares for a pitch.,9584
000000242246,coco-30k,a green table some people oranges and bananas,92058
000000558611,coco-30k,a man in overalls thats painted yellow is holding a banana,73523
000000379552,coco-30k,A hand in a bowl full of broccoli.,20139
000000070187,coco-30k,A horse has a cover over its mouth,92425
000000007281,coco-30k,Two men smile as they ride horses on the beach.,36270
000000022892,coco-30k,A cats sits on the table with a dog outside.,12568
000000299654,coco-30k,Two zebras lower their heads to the ground to graze.,7333
000000122239,coco-30k,A small boy with blonde hair eats an apple,34452
000000579925,coco-30k,A batter sings his bat at a baseball game.,17420
000000195594,coco-30k,A guy standing next to a skateboard on a hillside.,80888
000000393805,coco-30k,The two zebras are fighting for their own territory.,62405
000000518383,coco-30k,A person riding a snowboard down a snow covered slope.,30913
000000002179,coco-30k,A man riding a skateboard up a colorful ramp.,74749
000000264771,coco-30k,A male skate boarder rides his skate board on a ramp,96508
000000433279,coco-30k,A woman is a green plate on top of her head with company in the house.,6581
000000477924,coco-30k,An adorable little girl riding skis on the snow.,69673
000000577631,coco-30k,A table topped with vegetables and a cook book.,25855
000000410781,coco-30k,A zebra grazing on grass on top of a dry field.,94204
000000483389,coco-30k,Grilled meat with veggies and potatoes on plate,22635
000000058117,coco-30k,different slices of banana cut in halve length wise,31063
000000371309,coco-30k,A young man is throwing out a pitch at a baseball game.,68218
000000264572,coco-30k,A boy in the pitcher's mound getting ready to throw the ball.,54545
000000050679,coco-30k,A close-up of an orange on the side of the road.,70927
000000431481,coco-30k,Two biscuit sandwiches sitting on a plate next to greens.,93206
000000518836,coco-30k,A brown horse standing on a  lush green field.,5527
000000399178,coco-30k,A baseball game in progress with the batter swinging.,30331
000000040635,coco-30k,A crowd of people shopping at a farmers market filled with fruit and vegetables.,63309
000000519744,coco-30k,A young man standing on a skateboard wearing a hat.,14122
000000105732,coco-30k,A group of people on skis standing around.,44577
000000301755,coco-30k,Skateboarder riding his board on a half pike.,526
000000007298,coco-30k,A person that is playing in a baseball game.,8329
000000006415,coco-30k,A knife sitting next to carrots on top of a cutting board.,1402
000000255338,coco-30k,A man riding skis down the side of a mountain.,9357
000000325664,coco-30k,A large brown bear swimming in a river.,83827
000000003209,coco-30k,A woman riding a horse next to a group of people.,90904
000000273961,coco-30k,a skateboarder in a black shirt is doing a trick,94370
000000460623,coco-30k,A couple of men playing a game of frisbee in a park.,23013
000000000693,coco-30k,A cute little girl riding a skateboard in a store.,72505
000000034372,coco-30k,a man throwing a white frisbee in a gym.,40829
000000358019,coco-30k,A baseball player throwing a baseball on a field.,50043
000000188945,coco-30k,A man riding a skateboard down the side of a road.,16484
000000037671,coco-30k,some baseball players are playing baseball a batter and a catcher,9211
000000472509,coco-30k,A baseball player pitching a baseball holding catcher mitt.,69335
000000523470,coco-30k,A meal consisting of two pieces of meat on skewers and greens and cheese.,88515
000000142360,coco-30k,A man riding a skateboard through the air next to a palm tree.,96136
000000411530,coco-30k,A crowd of people standing on snow covered ground.,57462
000000258399,coco-30k,A boy running across a field holding a catchers mitt.,39853
000000149196,coco-30k,A pile of stuffed animals hanging from the ceiling of a store.,61723
000000172279,coco-30k,A tall green and blue sculpture sitting in a park next to a skateboarder.,60289
000000157192,coco-30k,A hand holding a bunch of ripe nearly rotten bananas.,17078
000000121788,coco-30k,A person on skis in the snow pulling on a cord.,51684
000000226592,coco-30k,A zebra-print futon with red cushions in a student's room,5069
000000566502,coco-30k,"A white dish plated with corn, carrots, tomatoes, onions, olives, herbs and oil.",39325
000000554006,coco-30k,A man in green pants suspenders and a white shirt.,34829
000000319721,coco-30k,A brown horse standing next to a woman in front of a house.,91031
000000431901,coco-30k,an image of a lone zebra eating grass,76662
000000021979,coco-30k,a snowboarder and a snow skier are posing for a picture,88175
000000286606,coco-30k,a girl holding a frisbee in a pretty dress in the grass,43391
000000109291,coco-30k,a dog surrounded by a bunch of papers and books,66692
000000013201,coco-30k,"A young man with long hair, wearing all black, doing stunts on a skateboard.",77517
000000508639,coco-30k,A horse drawn buggy sits in front of pyramid shaped mosques.,90406
000000440554,coco-30k,A baseball player lower his glove for a ground ball.,68997
000000092059,coco-30k,Eleven carrots that were cleaned on a cutting board.,50505
000000405191,coco-30k,a group of people playing frisbee out side,86724
000000037638,coco-30k,An assortment of fruits on display at a market place.,40826
000000011742,coco-30k,A glass of red wine sits beside the bottle for a refill as a piece of cake goes untouched in the back.,93128
000000549789,coco-30k,"A person on skis flies high in the air, while someone down below takes a picture. ",36407
000000543620,coco-30k,"A catcher, umpire, and batter playing on a baseball field. ",51413
000000385877,coco-30k,A man is holding a Frisbee on his row boat.,73904
000000503005,coco-30k,A man riding a horse with trees and buildings in background.,17831
000000298736,coco-30k,A man positions one foot on his roller blade and the other in midair.,79587
000000521879,coco-30k,People watch a horse and carriage ride by them. ,41613
000000359239,coco-30k,a close up of a pizza on a plate with knives and forks,57828
000000367509,coco-30k,Vehicles on a road near zebras and gazelle.,56856
000000105156,coco-30k,A horse stands still attached to a passenger coach. ,97722
000000108130,coco-30k,The young man is catching a Frisbee over his back.,70769
000000506279,coco-30k,a close up of a glass of wine on a table,31497
000000013465,coco-30k,Two people doing a skateboard trick above a concrete set of stairs.,95709
000000033731,coco-30k,A young man is trying to pull off a skateboarding trick over a large rock. ,10468
000000030645,coco-30k,An horse without a saddle or bridle faces the camera.,25434
000000149284,coco-30k,Some type of bread that is cut in half,24695
000000071682,coco-30k,lemons and limes in baskets in the produce section,22803
000000542374,coco-30k,"Two bottles of apple cider, an apple and a garnished entree.",21602
000000515792,coco-30k,A young man in a bathing suit about to catch a Frisbee at the beach,43651
000000358884,coco-30k,The woman is ready to launch her kayak with her dog.,27264
000000442724,coco-30k,a mixture of different substances in a big bowl,30230
000000326913,coco-30k,A couple of animals that are walking around the street.,85211
000000285314,coco-30k,a person riding a skate board down a hill,38098
000000336427,coco-30k,a person on skies performing on an obstacle course,66147
000000254828,coco-30k,a box of apples sits in a marketplace,59811
000000199003,coco-30k,three zebras mill about in the grass of a wide open plain. ,42119
000000504020,coco-30k,a pack of zebra underneath a shaded tree ,48622
000000568148,coco-30k,a woman holds a frisbee in a public park,16516
000000050782,coco-30k,a woman tosses a frisbee in a public park,31772
000000378860,coco-30k,A slice of pizza is loaded with pepperoni and resting by itself.,98635
000000189368,coco-30k,A lone skier makes his way across the snow as he drags a backpack behind him. ,99334
000000356662,coco-30k,A pasta salad with broccoli and tomatoes. ,93552
000000500583,coco-30k,a horse drawn carriage with people in the cariage,78489
000000339356,coco-30k,Square dishes hold main dishes while a banana is place in the back section of a tray.,85498
000000472860,coco-30k,A boy is soaking wet yet still jumping high for a frisbee catch.,24002
000000463640,coco-30k,A man and woman are cutting a chocolate heart shaped cake.,54132
000000099736,coco-30k,a piece of broccoli laying on a couch,65743
000000388066,coco-30k,A black plate filled with food by a keyboard,32002
000000485489,coco-30k,A group of three dogs standing on the lawn,39822
000000345884,coco-30k,A group of young men riding skateboards in a skate park.,63750
000000410019,coco-30k,A boy does tricks on a scooter. ,59464
000000152258,coco-30k,a person riding a skate board in front of a brick structure,36176
000000136908,coco-30k,A boy is sitting on a skateboard on the street.,45272
000000456784,coco-30k,A man decorated a white frosted cake with chocolate icing.,75333
000000008473,coco-30k,Italian blood oranges for sale in a market,61122
000000240279,coco-30k,The stalk of bananas is still very green.,88440
000000122120,coco-30k,A young man on a skateboard doing tricks,25933
000000297676,coco-30k,The unnatural looking stance of a professional baseball pitcher,67296
000000536120,coco-30k,A man throwing a Frisbee in a parkland,41013
000000266124,coco-30k,Three people standing near a fence and a horse.,90356
000000142318,coco-30k,A large horse in an enclosed field eating grass,98605
000000373997,coco-30k,A donkey walks near the edge of a cliff. ,39212
000000405196,coco-30k,An assortment of ingredients rest both in a bowl and on a surface.,18875
000000157928,coco-30k,A cooler attached to a sled near some skiers ,48274
000000557785,coco-30k,A young child riding skis across snow covered ground.,7201
000000132408,coco-30k,"Two draft horses pulling plow, color, under cloudy skies with trees and other horses in background.",68366
000000007522,coco-30k,An adult zebra and a younger zebra in Savannah ,15860
000000336209,coco-30k,A man riding a skateboard up a wooden ramp.,87447
000000169648,coco-30k,A pretty young lady tossing a blue frisbee.,65478
000000199346,coco-30k,A group of people walking next to stairs.,39403
000000136271,coco-30k,A display case in a store filled with apples and oranges.,1243
000000175417,coco-30k,Two men riding horses at a horse racing track.,69109
000000084244,coco-30k,A white bowl filled with meat and vegetables.,32543
000000396972,coco-30k,A man riding up the side of an empty swimming pool on a skateboard.,55403
000000102837,coco-30k,A skier barrels down a slope while kicking up snow.,42054
000000008119,coco-30k,A team of young men playing a game of baseball.,4786
000000493799,coco-30k,"A plate topped with vegetables, meat and fruit.",19707
000000226459,coco-30k,A snake on the ground next to a  shiny leaf.,59290
000000447200,coco-30k,Two small dogs on leashes walking on a brick pathway.,45397
000000032656,coco-30k,A birthday cake with a knife in it,2289
000000463716,coco-30k,A man on skis doing tricks in the snow,21295
000000344860,coco-30k,A small herd of giraffe standing next to each other.,42848
000000406616,coco-30k,A wooden cutting board topped with veggies and a knife.,43959
000000434297,coco-30k,A white plate topped with food on a counter.,61036
000000525118,coco-30k,A pile of un ripe bananas sitting on a table on newspaper.,40177
000000409424,coco-30k,The fruit are arranges on the surface in a brown wicker basket.,38987
000000327255,coco-30k,A man riding a snowboard across a snow covered slope.,60918
000000430670,coco-30k,A man riding a skateboard down a set of steps.,23136
000000353948,coco-30k,There are two zebras grazing side by side.,15115
000000568630,coco-30k,a little girl hold a bundle of bananas,64953
000000147653,coco-30k,A man flying through the air while riding a skateboard.,81175
000000261082,coco-30k,A dog laying on the beach in the sand,90640
000000092363,coco-30k,Two men riding brown horses down a small road.,23485
000000429679,coco-30k,"A feast of meat, potatos, and veggies on a plate",52462
000000431272,coco-30k,A person stands at the bottom of a snowy ski hill.,71978
000000391285,coco-30k,A couple of men standing next to each other.,52932
000000334034,coco-30k,A baseball player holding a bat during a game.,84633
000000402685,coco-30k,A plate with a piece chicken and some broccoli,63267
000000363767,coco-30k,A cake shaped like a horse with white frosting and decorative candies in different colors.,38473
000000366502,coco-30k,A young boy riding a skateboard through the air.,61429
000000388721,coco-30k,A zebra lays in front of another zebra,63854
000000401028,coco-30k,A person that threw a frisbee in the air.,61818
000000227686,coco-30k,A horse with blinder and a colorful harness in the woods,10259
000000425369,coco-30k,A young woman leaning on a ski pole as she puts on her skis,64327
000000361623,coco-30k,A young man tossing a frisbee in a  forest.,75706
000000562370,coco-30k,Two small brown and black dogs standing next to each other.,19346
000000352681,coco-30k,Group of snowboarders on a snowy trail overlooking a mountain. ,97106
000000208311,coco-30k,Small skateboarder taking a jump on top of his board. ,4525
000000298994,coco-30k,The vegetable are laid out neatly at the table.,88563
000000453321,coco-30k,A zebra standing on a dirt road next to a fence.,19255
000000005529,coco-30k,A person on skis skiing down a mountain slope.,8989
000000219841,coco-30k,The man runs through the field as he throws the frisbee.,51581
000000581781,coco-30k,"A store display filled with ripe, unripe bananas and other fruit.",12661
000000104563,coco-30k,A boy jumping his skateboard over a tilted iron post.,89506
000000481115,coco-30k,A skater prepares to drop in from the top of a ramp.,19431
000000369840,coco-30k,A group of man riding a skateboard down a street.,17962
000000415872,coco-30k,A man in an inflatable sumo suit walking by with a snowboard.,66161
000000292227,coco-30k,A man skateboards on the rim of a skate pipe in front of a crowd. ,31200
000000282437,coco-30k,A herd of zebras standing together in a plain.,60250
000000555299,coco-30k,some people are walking up a trail and some are on horses,90069
000000179599,coco-30k,A baseball player pitching a ball on a field.,93492
000000399666,coco-30k,A man jumping through the air catching a frisbee.,71398
000000026676,coco-30k,A green white with a sandwich on top of it.,15583
000000468612,coco-30k,A  young man tossing a white frisbee.,58535
000000279209,coco-30k,A skier pauses at a fork in a forest trail covered in snow.,57086
000000460732,coco-30k,A monkey is sitting on the ground eating a banana.,14382
000000300863,coco-30k,A young person riding a skateboard up the side of a ramp.,68469
000000121748,coco-30k,Two young boys eating carrots while sitting on a bed.,6386
000000194140,coco-30k,Racks of assorted food at a fruit stand,61730
000000563920,coco-30k,Two bananas sitting on a floor next to a pile of pennies.,50627
000000044767,coco-30k,"A white plate topped with fish, vegetables and a fork.",3249
000000321496,coco-30k,A sandwich in a paper container on top of a wooden table.,43398
000000361506,coco-30k,This skateboarder is riding the cityscape at night when traffic is minimal.,69628
000000486172,coco-30k,a man riding skis down a snow covered mountain.,40140
000000155179,coco-30k,an upclose photo of a cake with chocolate pieces,21469
000000168801,coco-30k,A DAD IS WITH HIS SON HAVING FUN,40419
000000448263,coco-30k,A baseball player kneeling to speak to a child,15696
000000055594,coco-30k,A BOY IS LOOKING AT THE VEGETABLE STAND ,22236
000000557220,coco-30k,Two zebras stand outside in front of some tall grass.,50537
000000067590,coco-30k,A group of horse back riders on a wooded trail.,93319
000000492371,coco-30k,A pizza is loaded with broccoli and chicken.,31368
000000358195,coco-30k,A little girl wearing pajamas is riding on a skateboard.,93907
000000542537,coco-30k,an image  of a man doing tricks with a frisbee,23167
000000269020,coco-30k,an image of zebras playing in the snow,7994
000000509227,coco-30k,an image of  boy on a skateboard doing tricks,90517
000000515577,coco-30k,Two skiers prepare to make their way past an embankment,35281
000000375376,coco-30k,Three zebra stand close together in tall grass.,23957
000000221693,coco-30k,A husky dog has an orange frisbee in it's mouth.,24109
000000567751,coco-30k,Two horses grazing on grass in the mountains.,28081
000000403421,coco-30k,"A dog is carrying a blue round Frisbee in his mouth as he walks across the grass.
",13922
000000405222,coco-30k,Black and white photograph of battle reenactment with men on horses,83150
000000020059,coco-30k,Two zebras graze on grass inside of an enclosure. ,65755
000000124013,coco-30k,Two young girls riding on a horse together with an older girl walking next to the horse.,40408
000000279940,coco-30k,A man loosing his skateboard from the back.,31094
000000095908,coco-30k,A mug sitting on a warmer next to a mouse. ,38690
000000296523,coco-30k,Two mean in uniform are riding horses side by side on a sandy beach.,53904
000000109403,coco-30k,A man riding a brown horse at a rodeo.,7817
000000378515,coco-30k,A man kneeling down over piles of bananas.,26828
000000273190,coco-30k,A young man swinging a baseball bat on a baseball field.,92069
000000551896,coco-30k,A moth eating an orange cut in half on a pink plate.,11220
000000199927,coco-30k,A woman eating a half an orange slice.,92288
000000158660,coco-30k,Bowls of bananas and apples for sale in a cafe,60783
000000289309,coco-30k,A wicker basket carrying a variety of fruit.,75699
000000485972,coco-30k,A chocolate dessert cake ready on a plate with a fork,82889
000000307073,coco-30k,A person standing on a stage with a dog flying through the air catching a frisbee.,57849
000000207670,coco-30k,A woman skiing in the snow followed by more skiers.,63986
000000199669,coco-30k,A set of four large orange sculptures in front of a building.,73235
000000053916,coco-30k,Two zebra standing next to each other in a park.,53200
000000021397,coco-30k,A yellow plate topped with bread and slices of fruit.,37681
000000151051,coco-30k,A man skiing down a snow covered slope.,45057
000000437789,coco-30k,A table topped with fresh fruits and vegetables.,76405
000000465862,coco-30k,A woman standing in an isle at a farmers market.,91661
000000462330,coco-30k,An adorable brown and black dog rolling on it's back.,24975
000000080357,coco-30k,The carrot cake has white frosting and is sprinkled with walnuts.,73622
000000444183,coco-30k,A man riding a pair of skis down a snow covered slope.,59823
000000318442,coco-30k,A man holding an orange slice in his mouth.,55
000000221864,coco-30k,A beautiful woman riding skis down a snow covered hill.,71304
000000161799,coco-30k,A man flying through the air while riding a skateboard.,77707
000000210030,coco-30k,A white plate with a slice of cake on top of it.,85900
000000111878,coco-30k,A white bowl filled with vegetables on top of a wooden table.,56186
000000356428,coco-30k,A couple of people walking through a market filled with food.,44250
000000440062,coco-30k,A woman riding skis down the side of a snow covered mountain.,17337
000000353807,coco-30k,A horse is attached to a carriage. ,70976
000000243091,coco-30k,a white plate filled with pasta and broccoli,54006
000000022090,coco-30k,Orange sitting on a plate next to bananas on top of a table.,14843
000000102461,coco-30k,There are several horses getting ready to race.,29872
000000288862,coco-30k,A man performing a trick on a ledge on a skateboard.,71622
000000410641,coco-30k,A close of up a half eaten chocolate cake.,44030
000000404528,coco-30k,A woman riding a water ski while being towed by a boat.,15890
000000294307,coco-30k,A man riding skis across a snow covered ground.,94080
000000480780,coco-30k,A large bunch of bananas sitting in a tree.,31836
000000002473,coco-30k,A man flying through the air while riding skis.,42081
000000040036,coco-30k,A person jumping a horse over a box.,93946
000000319184,coco-30k,Two people playing a game of frisbee in a field.,5891
000000209480,coco-30k,A blue plate with a pile of vegetables on a table.,27992
000000007913,coco-30k,a shops table filled with apples oranges and other fruits,56238
