,case_number,evaluation_seed,prompt,label_idx,label_str
1789,1789,29084,image of chocolate sauce,960,chocolate sauce
1790,1790,27858,image of  chocolate syrup,960, chocolate syrup
1791,1791,40284,image of dough,961,dough
1792,1792,4628,image of meat loaf,962,meat loaf
1793,1793,47169,image of  meatloaf,962, meatloaf
1794,1794,31439,image of pizza,963,pizza
1795,1795,3110,image of  pizza pie,963, pizza pie
1796,1796,47599,image of potpie,964,potpie
1797,1797,6863,image of burrito,965,burrito
1798,1798,28555,image of red wine,966,red wine
1799,1799,21770,image of espresso,967,espresso
1800,1800,1492,image of cup,968,cup
1801,1801,47076,image of eggnog,969,eggnog
1802,1802,29706,image of alp,970,alp
1803,1803,19513,image of bubble,971,bubble
1804,1804,24771,image of cliff,972,cliff
1805,1805,7682,image of  drop,972, drop
1806,1806,4016,image of  drop-off,972, drop-off
1807,1807,48767,image of coral reef,973,coral reef
1808,1808,8248,image of geyser,974,geyser
1809,1809,11962,image of lakeside,975,lakeside
1810,1810,37176,image of  lakeshore,975, lakeshore
1811,1811,47278,image of promontory,976,promontory
1812,1812,33809,image of  headland,976, headland
1813,1813,40962,image of  head,976, head
1814,1814,30859,image of  foreland,976, foreland
1815,1815,22894,image of sandbar,977,sandbar
1816,1816,5771,image of  sand bar,977, sand bar
1817,1817,2832,image of seashore,978,seashore
1818,1818,42079,image of  coast,978, coast
1819,1819,18574,image of  seacoast,978, seacoast
1820,1820,3589,image of  sea-coast,978, sea-coast
1821,1821,4229,image of valley,979,valley
1822,1822,1893,image of  vale,979, vale
1823,1823,36824,image of volcano,980,volcano
1824,1824,11752,image of ballplayer,981,ballplayer
1825,1825,38082,image of  baseball player,981, baseball player
1826,1826,43569,image of groom,982,groom
1827,1827,26908,image of  bridegroom,982, bridegroom
1828,1828,24979,image of scuba diver,983,scuba diver
1829,1829,24146,image of rapeseed,984,rapeseed
1830,1830,4411,image of daisy,985,daisy
1831,1831,2731,image of yellow lady's slipper,986,yellow lady's slipper
1832,1832,28963,image of  yellow lady-slipper,986, yellow lady-slipper
1833,1833,26352,image of  Cypripedium calceolus,986, Cypripedium calceolus
1834,1834,5974,image of  Cypripedium parviflorum,986, Cypripedium parviflorum
1835,1835,847,image of corn,987,corn
1836,1836,47045,image of acorn,988,acorn
1837,1837,36448,image of hip,989,hip
1838,1838,30317,image of  rose hip,989, rose hip
1839,1839,32038,image of  rosehip,989, rosehip
1840,1840,46420,image of buckeye,990,buckeye
1841,1841,47693,image of  horse chestnut,990, horse chestnut
1842,1842,20237,image of  conker,990, conker
1843,1843,19548,image of coral fungus,991,coral fungus
1844,1844,30299,image of agaric,992,agaric
1845,1845,17218,image of gyromitra,993,gyromitra
1846,1846,48533,image of stinkhorn,994,stinkhorn
1847,1847,35258,image of  carrion fungus,994, carrion fungus
1848,1848,35913,image of earthstar,995,earthstar
1849,1849,25049,image of hen-of-the-woods,996,hen-of-the-woods
1850,1850,12425,image of  hen of the woods,996, hen of the woods
1851,1851,15047,image of  Polyporus frondosus,996, Polyporus frondosus
1852,1852,47569,image of  Grifola frondosa,996, Grifola frondosa
1853,1853,42740,image of bolete,997,bolete
1854,1854,36633,image of ear,998,ear
1855,1855,40078,image of  spike,998, spike
1856,1856,24351,image of  capitulum,998, capitulum
1857,1857,37292,image of toilet tissue,999,toilet tissue
1858,1858,44988,image of  toilet paper,999, toilet paper
1859,1859,26514,image of  bathroom tissue,999, bathroom tissue
